;avg_throughput;latency_90th;n_clients;threads_per_client;total_threads
0;9,454545454545455;10,519062289411764;1,0;2,0;2,0
1;18,876404494382022;10,75950325;1,0;4,0;4,0
2;18,863636363636363;10,855457426886794;2,0;2,0;4,0
3;36,85227272727273;15,835534381067962;1,0;8,0;8,0
4;37,75;11,686035471563981;2,0;4,0;8,0
5;34,67816091954023;240,7429247393617;1,0;16,0;16,0
6;108,51136363636364;21,141566208955226;3,0;8,0;24,0
7;100,14942528735632;135,65617785877862;3,0;10,0;30,0
8;32,97701149425287;693,816436;1,0;32,0;32,0
9;68,4090909090909;329,0797908136646;2,0;19,0;38,0
10;94,05681818181819;200,5632558387097;3,0;14,0;42,0
11;65,7840909090909;500,40761534375;2,0;26,0;52,0
12;110,9659090909091;263,73249410638294;4,0;13,0;52,0
13;111,0909090909091;271,61459305376343;4,0;18,0;72,0
