;avg_throughput;latency_90th;n_clients;threads_per_client;total_threads
0;7,404494382022472;69,93899065963855;1,0;2,0;2,0
1;13,97752808988764;85,86334383757962;1,0;4,0;4,0
2;22,84269662921348;146,283015109375;1,0;8,0;8,0
3;24,22222222222222;129,427408;2,0;4,0;8,0
4;23,58888888888889;421,10721893233085;1,0;16,0;16,0
5;40,98876404494382;188,07287462008733;2,0;8,0;16,0
6;23,11111111111111;845,9204394459459;1,0;32,0;32,0
7;48,0;413,3008759848485;2,0;16,0;32,0
8;22,07777777777778;1456,5945306136362;1,0;64,0;64,0
9;45,666666666666664;938,2529531029412;2,0;32,0;64,0
10;45,63333333333333;1018,6821137936507;2,0;36,0;72,0
11;69,46666666666667;646,7987608333334;3,0;24,0;72,0
