;avg_throughput;latency_90th;n_clients;threads_per_client;total_threads
0;8,659574468085106;0,011030844660194173;1,0;2,0;2,0
1;17,22340425531915;0,011420379562043797;1,0;4,0;4,0
2;33,40425531914894;0,01702396551724138;1,0;8,0;8,0
3;32,0;0,1272157283464567;1,0;12,0;12,0
4;31,52127659574468;0,2510148066298343;1,0;16,0;16,0
5;64,87234042553192;0,06984553993610225;2,0;10,0;20,0
6;31,148936170212767;0,4004121230769231;1,0;22,0;22,0
7;62,10526315789474;0,14369420731707316;2,0;12,0;24,0
8;60,638297872340424;0,20845340298507462;2,0;14,0;28,0
9;61,148936170212764;0,34427018709677415;2,0;16,0;32,0
10;62,12765957446808;0,32654034177215185;2,0;18,0;36,0
11;60,03191489361702;0,3391569230769231;2,0;20,0;40,0
12;59,9468085106383;0,4535656875;2,0;22,0;44,0
13;58,5;1,1356943387096774;2,0;32,0;64,0
