;avg_throughput;latency_90th;n_clients;threads_per_client;total_threads
0;9,50561797752809;9,330498595794392;2,0;1,0;2,0
1;18,921348314606742;10,24946014184397;1,0;4,0;4,0
2;37,741573033707866;10,361293045023697;1,0;8,0;8,0
3;37,78651685393258;10,694808267772512;2,0;4,0;8,0
4;65,89887640449439;10,541874893111638;2,0;7,0;14,0
5;74,15730337078652;13,317089258454107;1,0;16,0;16,0
6;75,08988764044943;11,108938538095238;2,0;8,0;16,0
7;84,32584269662921;12,035433489260143;2,0;9,0;18,0
8;93,91011235955057;12,287452545454546;2,0;10,0;20,0
9;103,14606741573034;12,35778186124402;2,0;11,0;22,0
10;112,11235955056179;12,402493244019139;2,0;12,0;24,0
11;129,7865168539326;13,732997301932366;2,0;14,0;28,0
12;66,23333333333333;174,484801857868;1,0;30,0;30,0
13;137,77528089887642;15,75775067647059;2,0;15,0;30,0
14;65,75555555555556;209,65734243502826;1,0;32,0;32,0
15;141,77528089887642;20,541231315656564;2,0;16,0;32,0
16;64,77777777777777;368,0599186186441;1,0;64,0;64,0
