;avg_throughput;latency_90th;n_clients;threads_per_client;total_threads
0;9,71111111111111;3,8575236796338674;1,0;2,0;2,0
1;19,42222222222222;3,899999871853547;1,0;4,0;4,0
2;38,78888888888889;3,953413389908257;1,0;8,0;8,0
3;38,87640449438202;4,060695731651376;2,0;4,0;8,0
4;67,88764044943821;4,518665565517241;2,0;7,0;14,0
5;77,08888888888889;4,780482890697675;1,0;16,0;16,0
6;76,81111111111112;4,879436266821346;2,0;8,0;16,0
7;87,18181818181819;4,877961590163934;2,0;9,0;18,0
8;96,15730337078652;4,96548650812065;2,0;10,0;20,0
9;106,23863636363636;5,366354709302326;2,0;11,0;22,0
10;114,76404494382022;5,833852128805621;2,0;12,0;24,0
11;132,95555555555555;5,747689537383177;2,0;14,0;28,0
12;94,5111111111111;81,54036331147542;1,0;30,0;30,0
13;143,37078651685394;8,278596262411348;2,0;15,0;30,0
14;96,97777777777777;84,3771645;1,0;32,0;32,0
15;150,54444444444445;10,014093688679244;2,0;16,0;32,0
16;95,77777777777777;204,09805559999998;1,0;64,0;64,0
